InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-537518,PROD-002,Mechanical Keyboard,3,24-05-2025 10:34,85,CUST-1132,United Kingdom
INV-537518,PROD-007,Ergonomic Office Chair,2,24-05-2025 10:34,199,CUST-1132,United Kingdom
INV-537519,PROD-007,Ergonomic Office Chair,1,24-05-2025 12:11,199,CUST-1082,France
INV-537519,PROD-001,Wireless Mouse,2,24-05-2025 12:11,25,CUST-1082,France
INV-537520,PROD-001,Wireless Mouse,3,24-05-2025 13:38,25,CUST-1197,Germany
INV-537520,PROD-005,Bluetooth Headphones,1,24-05-2025 13:38,59.99,CUST-1197,Germany
INV-537520,PROD-008,Laptop Stand,2,24-05-2025 13:38,29.99,CUST-1197,Germany
INV-537521,PROD-006,Desk Mat,1,24-05-2025 14:39,15.5,CUST-1049,United Kingdom
INV-537521,PROD-001,Wireless Mouse,3,24-05-2025 14:39,25,CUST-1049,United Kingdom
INV-537522,PROD-003,USB-C Hub,3,24-05-2025 14:59,35,CUST-1124,United Kingdom
INV-537522,PROD-004,27-inch Monitor,1,24-05-2025 14:59,249.99,CUST-1124,United Kingdom
INV-537523,PROD-001,Wireless Mouse,1,24-05-2025 17:53,25,CUST-1124,Germany
INV-537524,PROD-001,Wireless Mouse,1,25-05-2025 09:33,25,CUST-1107,France
INV-537524,PROD-002,Mechanical Keyboard,2,25-05-2025 09:33,85,CUST-1107,France
INV-537525,PROD-005,Bluetooth Headphones,3,25-05-2025 09:46,59.99,CUST-1153,United Kingdom
INV-537525,PROD-007,Ergonomic Office Chair,3,25-05-2025 09:46,199,CUST-1153,United Kingdom
INV-537525,PROD-003,USB-C Hub,2,25-05-2025 09:46,35,CUST-1153,United Kingdom
INV-537526,PROD-004,27-inch Monitor,1,25-05-2025 10:36,249.99,CUST-1149,France
INV-537526,PROD-003,USB-C Hub,1,25-05-2025 10:36,35,CUST-1149,France
INV-537526,PROD-005,Bluetooth Headphones,3,25-05-2025 10:36,59.99,CUST-1149,France
INV-537527,PROD-006,Desk Mat,2,25-05-2025 11:49,15.5,CUST-1074,United Kingdom
INV-537527,PROD-005,Bluetooth Headphones,2,25-05-2025 11:49,59.99,CUST-1074,United Kingdom
INV-537527,PROD-002,Mechanical Keyboard,3,25-05-2025 11:49,85,CUST-1074,United Kingdom
INV-537527,PROD-001,Wireless Mouse,3,25-05-2025 11:49,25,CUST-1074,United Kingdom
INV-537528,PROD-006,Desk Mat,2,25-05-2025 13:13,15.5,CUST-1083,United Kingdom
INV-537528,PROD-002,Mechanical Keyboard,1,25-05-2025 13:13,85,CUST-1083,United Kingdom
INV-537529,PROD-005,Bluetooth Headphones,2,25-05-2025 14:16,59.99,CUST-1141,France
INV-537529,PROD-001,Wireless Mouse,1,25-05-2025 14:16,25,CUST-1141,France
INV-537529,PROD-007,Ergonomic Office Chair,3,25-05-2025 14:16,199,CUST-1141,France
INV-537530,PROD-003,USB-C Hub,1,25-05-2025 14:24,35,CUST-1053,United Kingdom
INV-537530,PROD-005,Bluetooth Headphones,3,25-05-2025 14:24,59.99,CUST-1053,United Kingdom
INV-537531,PROD-004,27-inch Monitor,1,25-05-2025 15:14,249.99,CUST-1057,France
INV-537532,PROD-008,Laptop Stand,2,25-05-2025 15:33,29.99,CUST-1168,United Kingdom
INV-537532,PROD-006,Desk Mat,2,25-05-2025 15:33,15.5,CUST-1168,United Kingdom
INV-537532,PROD-001,Wireless Mouse,2,25-05-2025 15:33,25,CUST-1168,United Kingdom
INV-537533,PROD-007,Ergonomic Office Chair,10,25-05-2025 15:42,199,CUST-1125,United Kingdom
INV-537534,PROD-005,Bluetooth Headphones,2,25-05-2025 17:23,59.99,CUST-1183,Germany
INV-537534,PROD-001,Wireless Mouse,1,25-05-2025 17:23,25,CUST-1183,Germany
INV-537535,PROD-005,Bluetooth Headphones,1,25-05-2025 17:32,59.99,CUST-1192,France
INV-537535,PROD-004,27-inch Monitor,1,25-05-2025 17:32,249.99,CUST-1192,France
INV-537536,PROD-007,Ergonomic Office Chair,1,26-05-2025 10:03,199,CUST-1082,United Kingdom
INV-537536,PROD-004,27-inch Monitor,2,26-05-2025 10:03,249.99,CUST-1082,United Kingdom
INV-537536,PROD-005,Bluetooth Headphones,3,26-05-2025 10:03,59.99,CUST-1082,United Kingdom
INV-537537,PROD-008,Laptop Stand,1,26-05-2025 11:35,29.99,CUST-1089,United Kingdom
INV-537537,PROD-002,Mechanical Keyboard,1,26-05-2025 11:35,85,CUST-1089,United Kingdom
INV-537538,PROD-002,Mechanical Keyboard,3,26-05-2025 12:48,85,CUST-1183,United Kingdom
INV-537538,PROD-008,Laptop Stand,1,26-05-2025 12:48,29.99,CUST-1183,United Kingdom
INV-537538,PROD-006,Desk Mat,1,26-05-2025 12:48,15.5,CUST-1183,United Kingdom
INV-537539,PROD-004,27-inch Monitor,1,26-05-2025 13:24,249.99,CUST-1068,United Kingdom
INV-537540,PROD-001,Wireless Mouse,2,26-05-2025 14:00,25,CUST-1089,France
INV-537541,PROD-006,Desk Mat,2,26-05-2025 14:58,15.5,CUST-1071,United Kingdom
INV-537541,PROD-002,Mechanical Keyboard,1,26-05-2025 14:58,85,CUST-1071,United Kingdom
INV-537541,PROD-003,USB-C Hub,1,26-05-2025 14:58,35,CUST-1071,United Kingdom
INV-537541,PROD-005,Bluetooth Headphones,2,26-05-2025 14:58,59.99,CUST-1071,United Kingdom
INV-537542,PROD-002,Mechanical Keyboard,15,26-05-2025 15:08,85,CUST-1150,United Kingdom
INV-537542,PROD-008,Laptop Stand,10,26-05-2025 15:08,29.99,CUST-1150,United Kingdom
INV-537542,PROD-004,27-inch Monitor,10,26-05-2025 15:08,249.99,CUST-1150,United Kingdom
INV-537542,PROD-003,USB-C Hub,5,26-05-2025 15:08,35,CUST-1150,United Kingdom
INV-537543,PROD-005,Bluetooth Headphones,3,26-05-2025 17:09,59.99,CUST-1075,United Kingdom
INV-537543,PROD-002,Mechanical Keyboard,6,26-05-2025 17:09,85,CUST-1075,United Kingdom
INV-537543,PROD-008,Laptop Stand,9,26-05-2025 17:09,29.99,CUST-1075,United Kingdom
INV-537543,PROD-003,USB-C Hub,6,26-05-2025 17:09,35,CUST-1075,United Kingdom
INV-537544,PROD-006,Desk Mat,15,26-05-2025 17:56,15.5,CUST-1100,France
INV-537545,PROD-005,Bluetooth Headphones,1,27-05-2025 09:21,59.99,CUST-1061,United Kingdom
INV-537545,PROD-008,Laptop Stand,1,27-05-2025 09:21,29.99,CUST-1061,United Kingdom
INV-537546,PROD-002,Mechanical Keyboard,1,27-05-2025 09:55,85,CUST-1158,United Kingdom
INV-537546,PROD-003,USB-C Hub,3,27-05-2025 09:55,35,CUST-1158,United Kingdom
INV-537546,PROD-008,Laptop Stand,1,27-05-2025 09:55,29.99,CUST-1158,United Kingdom
INV-537547,PROD-006,Desk Mat,2,27-05-2025 10:40,15.5,CUST-1083,France
INV-537547,PROD-001,Wireless Mouse,1,27-05-2025 10:40,25,CUST-1083,France
INV-537547,PROD-004,27-inch Monitor,3,27-05-2025 10:40,249.99,CUST-1083,France
INV-537548,PROD-001,Wireless Mouse,3,27-05-2025 11:19,25,CUST-1099,United Kingdom
INV-537549,PROD-001,Wireless Mouse,3,27-05-2025 11:38,25,CUST-1183,France
INV-537549,PROD-005,Bluetooth Headphones,3,27-05-2025 11:38,59.99,CUST-1183,France
INV-537550,PROD-008,Laptop Stand,3,27-05-2025 13:33,29.99,CUST-1164,United Kingdom
INV-537550,PROD-007,Ergonomic Office Chair,3,27-05-2025 13:33,199,CUST-1164,United Kingdom
INV-537551,PROD-005,Bluetooth Headphones,3,27-05-2025 15:45,59.99,CUST-1122,Germany
INV-537551,PROD-006,Desk Mat,2,27-05-2025 15:45,15.5,CUST-1122,Germany
INV-537552,PROD-002,Mechanical Keyboard,2,27-05-2025 17:19,85,CUST-1064,Germany
INV-537552,PROD-008,Laptop Stand,1,27-05-2025 17:19,29.99,CUST-1064,Germany
INV-537552,PROD-004,27-inch Monitor,2,27-05-2025 17:19,249.99,CUST-1064,Germany
INV-537552,PROD-006,Desk Mat,2,27-05-2025 17:19,15.5,CUST-1064,Germany
INV-537553,PROD-001,Wireless Mouse,2,28-05-2025 11:19,25,CUST-1182,United Kingdom
INV-537553,PROD-007,Ergonomic Office Chair,1,28-05-2025 11:19,199,CUST-1182,United Kingdom
INV-537553,PROD-005,Bluetooth Headphones,2,28-05-2025 11:19,59.99,CUST-1182,United Kingdom
INV-537553,PROD-006,Desk Mat,3,28-05-2025 11:19,15.5,CUST-1182,United Kingdom
INV-537554,PROD-002,Mechanical Keyboard,1,28-05-2025 11:40,85,CUST-1069,France
INV-537554,PROD-003,USB-C Hub,1,28-05-2025 11:40,35,CUST-1069,France
INV-537555,PROD-001,Wireless Mouse,10,28-05-2025 16:28,25,CUST-1150,United Kingdom
INV-537556,PROD-008,Laptop Stand,1,28-05-2025 17:05,29.99,CUST-1029,Germany
INV-537557,PROD-006,Desk Mat,2,29-05-2025 10:29,15.5,CUST-1086,Germany
INV-537557,PROD-002,Mechanical Keyboard,3,29-05-2025 10:29,85,CUST-1086,Germany
INV-537558,PROD-001,Wireless Mouse,4,29-05-2025 10:54,25,CUST-1085,France
INV-537559,PROD-003,USB-C Hub,1,29-05-2025 12:39,35,CUST-1026,United Kingdom
INV-537559,PROD-008,Laptop Stand,1,29-05-2025 12:39,29.99,CUST-1026,United Kingdom
INV-537559,PROD-005,Bluetooth Headphones,3,29-05-2025 12:39,59.99,CUST-1026,United Kingdom
INV-537559,PROD-007,Ergonomic Office Chair,2,29-05-2025 12:39,199,CUST-1026,United Kingdom
INV-537560,PROD-003,USB-C Hub,3,29-05-2025 13:04,35,CUST-1113,United Kingdom
INV-537560,PROD-002,Mechanical Keyboard,3,29-05-2025 13:04,85,CUST-1113,United Kingdom
INV-537560,PROD-006,Desk Mat,2,29-05-2025 13:04,15.5,CUST-1113,United Kingdom
INV-537561,PROD-001,Wireless Mouse,3,29-05-2025 15:56,25,CUST-1088,France
INV-537561,PROD-008,Laptop Stand,1,29-05-2025 15:56,29.99,CUST-1088,France
INV-537562,PROD-007,Ergonomic Office Chair,1,29-05-2025 16:19,199,CUST-1081,France
INV-537562,PROD-006,Desk Mat,2,29-05-2025 16:19,15.5,CUST-1081,France
INV-537562,PROD-003,USB-C Hub,2,29-05-2025 16:19,35,CUST-1081,France
INV-537563,PROD-005,Bluetooth Headphones,3,29-05-2025 16:48,59.99,CUST-1054,United Kingdom
INV-537563,PROD-001,Wireless Mouse,1,29-05-2025 16:48,25,CUST-1054,United Kingdom
INV-537563,PROD-004,27-inch Monitor,2,29-05-2025 16:48,249.99,CUST-1054,United Kingdom
INV-537564,PROD-008,Laptop Stand,2,30-05-2025 12:12,29.99,CUST-1127,France
INV-537564,PROD-004,27-inch Monitor,1,30-05-2025 12:12,249.99,CUST-1127,France
INV-537564,PROD-002,Mechanical Keyboard,1,30-05-2025 12:12,85,CUST-1127,France
INV-537564,PROD-006,Desk Mat,2,30-05-2025 12:12,15.5,CUST-1127,France
INV-537565,PROD-003,USB-C Hub,1,30-05-2025 13:22,35,CUST-1173,France
INV-537565,PROD-008,Laptop Stand,2,30-05-2025 13:22,29.99,CUST-1173,France
INV-537565,PROD-006,Desk Mat,3,30-05-2025 13:22,15.5,CUST-1173,France
INV-537566,PROD-007,Ergonomic Office Chair,2,30-05-2025 15:10,199,CUST-1022,France
INV-537566,PROD-005,Bluetooth Headphones,3,30-05-2025 15:10,59.99,CUST-1022,France
INV-537567,PROD-001,Wireless Mouse,1,30-05-2025 17:21,25,CUST-1086,Germany
INV-537567,PROD-007,Ergonomic Office Chair,3,30-05-2025 17:21,199,CUST-1086,Germany
INV-537567,PROD-005,Bluetooth Headphones,3,30-05-2025 17:21,59.99,CUST-1086,Germany
INV-537568,PROD-008,Laptop Stand,2,31-05-2025 10:31,29.99,CUST-1189,France
INV-537568,PROD-005,Bluetooth Headphones,3,31-05-2025 10:31,59.99,CUST-1189,France
INV-537568,PROD-004,27-inch Monitor,1,31-05-2025 10:31,249.99,CUST-1189,France
INV-537569,PROD-008,Laptop Stand,1,31-05-2025 10:55,29.99,CUST-1172,United Kingdom
INV-537570,PROD-001,Wireless Mouse,3,31-05-2025 11:06,25,CUST-1011,Germany
INV-537570,PROD-004,27-inch Monitor,3,31-05-2025 11:06,249.99,CUST-1011,Germany
INV-537570,PROD-007,Ergonomic Office Chair,2,31-05-2025 11:06,199,CUST-1011,Germany
INV-537570,PROD-003,USB-C Hub,1,31-05-2025 11:06,35,CUST-1011,Germany
INV-537571,PROD-004,27-inch Monitor,1,31-05-2025 11:39,249.99,CUST-1104,United Kingdom
INV-537571,PROD-006,Desk Mat,1,31-05-2025 11:39,15.5,CUST-1104,United Kingdom
INV-537572,PROD-007,Ergonomic Office Chair,3,31-05-2025 17:38,199,CUST-1053,France
INV-537572,PROD-005,Bluetooth Headphones,1,31-05-2025 17:38,59.99,CUST-1053,France
INV-537572,PROD-002,Mechanical Keyboard,2,31-05-2025 17:38,85,CUST-1053,France
INV-537572,PROD-008,Laptop Stand,2,31-05-2025 17:38,29.99,CUST-1053,France
INV-537573,PROD-002,Mechanical Keyboard,2,01-06-2025 09:01,85,CUST-1089,France
INV-537574,PROD-007,Ergonomic Office Chair,2,01-06-2025 09:04,199,CUST-1152,Germany
INV-537574,PROD-008,Laptop Stand,2,01-06-2025 09:04,29.99,CUST-1152,Germany
INV-537574,PROD-005,Bluetooth Headphones,1,01-06-2025 09:04,59.99,CUST-1152,Germany
INV-537574,PROD-002,Mechanical Keyboard,2,01-06-2025 09:04,85,CUST-1152,Germany
INV-537575,PROD-003,USB-C Hub,3,01-06-2025 10:27,35,CUST-1081,United Kingdom
INV-537575,PROD-001,Wireless Mouse,2,01-06-2025 10:27,25,CUST-1081,United Kingdom
INV-537575,PROD-006,Desk Mat,1,01-06-2025 10:27,15.5,CUST-1081,United Kingdom
INV-537575,PROD-005,Bluetooth Headphones,1,01-06-2025 10:27,59.99,CUST-1081,United Kingdom
INV-537576,PROD-003,USB-C Hub,2,01-06-2025 11:33,35,CUST-1174,Germany
INV-537576,PROD-006,Desk Mat,1,01-06-2025 11:33,15.5,CUST-1174,Germany
INV-537576,PROD-002,Mechanical Keyboard,1,01-06-2025 11:33,85,CUST-1174,Germany
INV-537577,PROD-001,Wireless Mouse,2,01-06-2025 13:02,25,CUST-1067,United Kingdom
INV-537577,PROD-003,USB-C Hub,1,01-06-2025 13:02,35,CUST-1067,United Kingdom
INV-537578,PROD-003,USB-C Hub,6,01-06-2025 14:18,35,CUST-1200,France
INV-537578,PROD-004,27-inch Monitor,9,01-06-2025 14:18,249.99,CUST-1200,France
INV-537578,PROD-006,Desk Mat,3,01-06-2025 14:18,15.5,CUST-1200,France
INV-537579,PROD-004,27-inch Monitor,2,01-06-2025 14:31,249.99,CUST-1172,United Kingdom
INV-537579,PROD-007,Ergonomic Office Chair,1,01-06-2025 14:31,199,CUST-1172,United Kingdom
INV-537579,PROD-006,Desk Mat,2,01-06-2025 14:31,15.5,CUST-1172,United Kingdom
INV-537580,PROD-004,27-inch Monitor,12,01-06-2025 14:52,249.99,CUST-1150,Germany
INV-537580,PROD-006,Desk Mat,4,01-06-2025 14:52,15.5,CUST-1150,Germany
INV-537581,PROD-006,Desk Mat,1,01-06-2025 15:31,15.5,CUST-1096,France
INV-537581,PROD-001,Wireless Mouse,2,01-06-2025 15:31,25,CUST-1096,France
INV-537581,PROD-005,Bluetooth Headphones,3,01-06-2025 15:31,59.99,CUST-1096,France
INV-537582,PROD-002,Mechanical Keyboard,1,01-06-2025 16:09,85,CUST-1152,Germany
INV-537582,PROD-005,Bluetooth Headphones,3,01-06-2025 16:09,59.99,CUST-1152,Germany
INV-537582,PROD-008,Laptop Stand,1,01-06-2025 16:09,29.99,CUST-1152,Germany
INV-537582,PROD-006,Desk Mat,2,01-06-2025 16:09,15.5,CUST-1152,Germany
INV-537583,PROD-005,Bluetooth Headphones,2,01-06-2025 16:42,59.99,CUST-1118,France
INV-537583,PROD-003,USB-C Hub,3,01-06-2025 16:42,35,CUST-1118,France
INV-537583,PROD-001,Wireless Mouse,2,01-06-2025 16:42,25,CUST-1118,France
INV-537584,PROD-008,Laptop Stand,3,02-06-2025 14:02,29.99,CUST-1180,France
INV-537584,PROD-005,Bluetooth Headphones,3,02-06-2025 14:02,59.99,CUST-1180,France
INV-537584,PROD-006,Desk Mat,3,02-06-2025 14:02,15.5,CUST-1180,France
INV-537584,PROD-007,Ergonomic Office Chair,9,02-06-2025 14:02,199,CUST-1180,France
INV-537585,PROD-008,Laptop Stand,7,02-06-2025 14:57,29.99,CUST-1165,Germany
INV-537585,PROD-004,27-inch Monitor,7,02-06-2025 14:57,249.99,CUST-1165,Germany
INV-537586,PROD-001,Wireless Mouse,21,02-06-2025 15:27,25,CUST-1130,United Kingdom
INV-537586,PROD-008,Laptop Stand,7,02-06-2025 15:27,29.99,CUST-1130,United Kingdom
INV-537586,PROD-005,Bluetooth Headphones,21,02-06-2025 15:27,59.99,CUST-1130,United Kingdom
INV-537586,PROD-006,Desk Mat,14,02-06-2025 15:27,15.5,CUST-1130,United Kingdom
INV-537587,PROD-005,Bluetooth Headphones,15,02-06-2025 16:10,59.99,CUST-1075,United Kingdom
INV-537587,PROD-008,Laptop Stand,10,02-06-2025 16:10,29.99,CUST-1075,United Kingdom
INV-537587,PROD-004,27-inch Monitor,15,02-06-2025 16:10,249.99,CUST-1075,United Kingdom
INV-537587,PROD-006,Desk Mat,15,02-06-2025 16:10,15.5,CUST-1075,United Kingdom
INV-537588,PROD-005,Bluetooth Headphones,2,02-06-2025 16:50,59.99,CUST-1088,France
INV-537588,PROD-004,27-inch Monitor,3,02-06-2025 16:50,249.99,CUST-1088,France
INV-537588,PROD-001,Wireless Mouse,3,02-06-2025 16:50,25,CUST-1088,France
INV-537588,PROD-007,Ergonomic Office Chair,2,02-06-2025 16:50,199,CUST-1088,France
INV-537589,PROD-008,Laptop Stand,6,03-06-2025 09:28,29.99,CUST-1120,France
INV-537590,PROD-007,Ergonomic Office Chair,1,03-06-2025 10:31,199,CUST-1093,United Kingdom
INV-537590,PROD-001,Wireless Mouse,3,03-06-2025 10:31,25,CUST-1093,United Kingdom
INV-537590,PROD-005,Bluetooth Headphones,3,03-06-2025 10:31,59.99,CUST-1093,United Kingdom
INV-537591,PROD-002,Mechanical Keyboard,2,03-06-2025 12:51,85,CUST-1058,United Kingdom
INV-537591,PROD-004,27-inch Monitor,3,03-06-2025 12:51,249.99,CUST-1058,United Kingdom
INV-537591,PROD-003,USB-C Hub,1,03-06-2025 12:51,35,CUST-1058,United Kingdom
INV-537591,PROD-008,Laptop Stand,2,03-06-2025 12:51,29.99,CUST-1058,United Kingdom
INV-537592,PROD-008,Laptop Stand,12,03-06-2025 14:45,29.99,CUST-1140,Germany
INV-537592,PROD-006,Desk Mat,18,03-06-2025 14:45,15.5,CUST-1140,Germany
INV-537592,PROD-005,Bluetooth Headphones,18,03-06-2025 14:45,59.99,CUST-1140,Germany
INV-537593,PROD-001,Wireless Mouse,2,03-06-2025 14:54,25,CUST-1173,United Kingdom
INV-537594,PROD-004,27-inch Monitor,2,03-06-2025 16:16,249.99,CUST-1164,United Kingdom
INV-537594,PROD-002,Mechanical Keyboard,2,03-06-2025 16:16,85,CUST-1164,United Kingdom
INV-537594,PROD-005,Bluetooth Headphones,1,03-06-2025 16:16,59.99,CUST-1164,United Kingdom
INV-537594,PROD-001,Wireless Mouse,3,03-06-2025 16:16,25,CUST-1164,United Kingdom
INV-537595,PROD-007,Ergonomic Office Chair,2,03-06-2025 16:35,199,CUST-1082,United Kingdom
INV-537595,PROD-004,27-inch Monitor,2,03-06-2025 16:35,249.99,CUST-1082,United Kingdom
INV-537595,PROD-002,Mechanical Keyboard,2,03-06-2025 16:35,85,CUST-1082,United Kingdom
INV-537595,PROD-006,Desk Mat,1,03-06-2025 16:35,15.5,CUST-1082,United Kingdom
INV-537596,PROD-003,USB-C Hub,1,03-06-2025 16:56,35,CUST-1017,Germany
INV-537596,PROD-001,Wireless Mouse,2,03-06-2025 16:56,25,CUST-1017,Germany
INV-537596,PROD-008,Laptop Stand,3,03-06-2025 16:56,29.99,CUST-1017,Germany
INV-537596,PROD-007,Ergonomic Office Chair,1,03-06-2025 16:56,199,CUST-1017,Germany
INV-537597,PROD-005,Bluetooth Headphones,1,04-06-2025 09:40,59.99,CUST-1046,United Kingdom
INV-537598,PROD-001,Wireless Mouse,3,04-06-2025 09:42,25,CUST-1147,Germany
INV-537598,PROD-005,Bluetooth Headphones,3,04-06-2025 09:42,59.99,CUST-1147,Germany
INV-537598,PROD-003,USB-C Hub,2,04-06-2025 09:42,35,CUST-1147,Germany
INV-537598,PROD-006,Desk Mat,2,04-06-2025 09:42,15.5,CUST-1147,Germany
INV-537599,PROD-008,Laptop Stand,1,04-06-2025 14:59,29.99,CUST-1191,France
INV-537599,PROD-002,Mechanical Keyboard,2,04-06-2025 14:59,85,CUST-1191,France
INV-537599,PROD-003,USB-C Hub,1,04-06-2025 14:59,35,CUST-1191,France
INV-537599,PROD-005,Bluetooth Headphones,2,04-06-2025 14:59,59.99,CUST-1191,France
INV-537600,PROD-002,Mechanical Keyboard,3,05-06-2025 09:05,85,CUST-1103,United Kingdom
INV-537600,PROD-005,Bluetooth Headphones,2,05-06-2025 09:05,59.99,CUST-1103,United Kingdom
INV-537600,PROD-004,27-inch Monitor,2,05-06-2025 09:05,249.99,CUST-1103,United Kingdom
INV-537600,PROD-007,Ergonomic Office Chair,3,05-06-2025 09:05,199,CUST-1103,United Kingdom
INV-537601,PROD-001,Wireless Mouse,1,05-06-2025 09:27,25,CUST-1019,United Kingdom
INV-537601,PROD-005,Bluetooth Headphones,1,05-06-2025 09:27,59.99,CUST-1019,United Kingdom
INV-537601,PROD-002,Mechanical Keyboard,2,05-06-2025 09:27,85,CUST-1019,United Kingdom
INV-537601,PROD-003,USB-C Hub,2,05-06-2025 09:27,35,CUST-1019,United Kingdom
INV-537602,PROD-007,Ergonomic Office Chair,3,05-06-2025 09:39,199,CUST-1119,Germany
INV-537602,PROD-003,USB-C Hub,2,05-06-2025 09:39,35,CUST-1119,Germany
INV-537603,PROD-008,Laptop Stand,3,05-06-2025 09:43,29.99,CUST-1063,Germany
INV-537603,PROD-005,Bluetooth Headphones,1,05-06-2025 09:43,59.99,CUST-1063,Germany
INV-537603,PROD-003,USB-C Hub,2,05-06-2025 09:43,35,CUST-1063,Germany
INV-537603,PROD-006,Desk Mat,2,05-06-2025 09:43,15.5,CUST-1063,Germany
INV-537604,PROD-007,Ergonomic Office Chair,1,05-06-2025 13:07,199,CUST-1152,United Kingdom
INV-537604,PROD-004,27-inch Monitor,3,05-06-2025 13:07,249.99,CUST-1152,United Kingdom
INV-537605,PROD-002,Mechanical Keyboard,1,05-06-2025 14:43,85,CUST-1056,United Kingdom
INV-537605,PROD-001,Wireless Mouse,1,05-06-2025 14:43,25,CUST-1056,United Kingdom
INV-537606,PROD-003,USB-C Hub,3,05-06-2025 17:22,35,CUST-1195,United Kingdom
INV-537606,PROD-007,Ergonomic Office Chair,3,05-06-2025 17:22,199,CUST-1195,United Kingdom
INV-537606,PROD-005,Bluetooth Headphones,3,05-06-2025 17:22,59.99,CUST-1195,United Kingdom
INV-537606,PROD-006,Desk Mat,3,05-06-2025 17:22,15.5,CUST-1195,United Kingdom
INV-537607,PROD-003,USB-C Hub,1,06-06-2025 09:01,35,CUST-1062,United Kingdom
INV-537607,PROD-002,Mechanical Keyboard,2,06-06-2025 09:01,85,CUST-1062,United Kingdom
INV-537608,PROD-005,Bluetooth Headphones,2,06-06-2025 11:04,59.99,CUST-1151,United Kingdom
INV-537608,PROD-002,Mechanical Keyboard,2,06-06-2025 11:04,85,CUST-1151,United Kingdom
INV-537608,PROD-006,Desk Mat,1,06-06-2025 11:04,15.5,CUST-1151,United Kingdom
INV-537609,PROD-002,Mechanical Keyboard,1,06-06-2025 12:17,85,CUST-1014,United Kingdom
INV-537609,PROD-007,Ergonomic Office Chair,1,06-06-2025 12:17,199,CUST-1014,United Kingdom
INV-537610,PROD-003,USB-C Hub,5,06-06-2025 15:17,35,CUST-1125,United Kingdom
INV-537610,PROD-007,Ergonomic Office Chair,10,06-06-2025 15:17,199,CUST-1125,United Kingdom
INV-537610,PROD-008,Laptop Stand,5,06-06-2025 15:17,29.99,CUST-1125,United Kingdom
INV-537610,PROD-002,Mechanical Keyboard,5,06-06-2025 15:17,85,CUST-1125,United Kingdom
INV-537611,PROD-002,Mechanical Keyboard,18,06-06-2025 15:27,85,CUST-1200,Germany
INV-537611,PROD-007,Ergonomic Office Chair,18,06-06-2025 15:27,199,CUST-1200,Germany
INV-537612,PROD-005,Bluetooth Headphones,2,07-06-2025 10:01,59.99,CUST-1164,United Kingdom
INV-537613,PROD-008,Laptop Stand,3,07-06-2025 10:41,29.99,CUST-1153,United Kingdom
INV-537614,PROD-001,Wireless Mouse,2,07-06-2025 11:10,25,CUST-1062,United Kingdom
INV-537614,PROD-002,Mechanical Keyboard,2,07-06-2025 11:10,85,CUST-1062,United Kingdom
INV-537614,PROD-005,Bluetooth Headphones,2,07-06-2025 11:10,59.99,CUST-1062,United Kingdom
INV-537614,PROD-006,Desk Mat,2,07-06-2025 11:10,15.5,CUST-1062,United Kingdom
INV-537615,PROD-004,27-inch Monitor,10,07-06-2025 11:58,249.99,CUST-1115,United Kingdom
INV-537615,PROD-007,Ergonomic Office Chair,15,07-06-2025 11:58,199,CUST-1115,United Kingdom
INV-537615,PROD-005,Bluetooth Headphones,10,07-06-2025 11:58,59.99,CUST-1115,United Kingdom
INV-537615,PROD-006,Desk Mat,15,07-06-2025 11:58,15.5,CUST-1115,United Kingdom
INV-537616,PROD-006,Desk Mat,15,07-06-2025 14:10,15.5,CUST-1030,United Kingdom
INV-537616,PROD-003,USB-C Hub,15,07-06-2025 14:10,35,CUST-1030,United Kingdom
INV-537616,PROD-002,Mechanical Keyboard,15,07-06-2025 14:10,85,CUST-1030,United Kingdom
INV-537617,PROD-002,Mechanical Keyboard,5,07-06-2025 17:54,85,CUST-1190,Germany
INV-537617,PROD-006,Desk Mat,10,07-06-2025 17:54,15.5,CUST-1190,Germany
INV-537617,PROD-003,USB-C Hub,10,07-06-2025 17:54,35,CUST-1190,Germany
INV-537617,PROD-008,Laptop Stand,5,07-06-2025 17:54,29.99,CUST-1190,Germany
INV-537618,PROD-001,Wireless Mouse,2,08-06-2025 11:48,25,CUST-1147,United Kingdom
INV-537618,PROD-004,27-inch Monitor,3,08-06-2025 11:48,249.99,CUST-1147,United Kingdom
INV-537619,PROD-002,Mechanical Keyboard,14,08-06-2025 17:13,85,CUST-1130,United Kingdom
INV-537619,PROD-008,Laptop Stand,21,08-06-2025 17:13,29.99,CUST-1130,United Kingdom
INV-537619,PROD-004,27-inch Monitor,21,08-06-2025 17:13,249.99,CUST-1130,United Kingdom
INV-537620,PROD-008,Laptop Stand,1,09-06-2025 10:10,29.99,CUST-1181,United Kingdom
INV-537620,PROD-001,Wireless Mouse,2,09-06-2025 10:10,25,CUST-1181,United Kingdom
INV-537620,PROD-002,Mechanical Keyboard,1,09-06-2025 10:10,85,CUST-1181,United Kingdom
INV-537620,PROD-007,Ergonomic Office Chair,2,09-06-2025 10:10,199,CUST-1181,United Kingdom
INV-537621,PROD-007,Ergonomic Office Chair,15,09-06-2025 10:59,199,CUST-1060,United Kingdom
INV-537621,PROD-004,27-inch Monitor,15,09-06-2025 10:59,249.99,CUST-1060,United Kingdom
INV-537622,PROD-005,Bluetooth Headphones,3,09-06-2025 12:23,59.99,CUST-1128,Germany
